# Constructed from biom file
#OTU ID	VegBkConventional	FlBkConservation	VegRzConventional	FlRzConservation	VegBkConservation	HvBkConservation	HvRzConservation	FlRzConventional	VegRzConservation	FlBkConventional	HvBkConventional	HvRzConventional
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__CCU21;f__	0.00148521623576	0.00245172025357	0.00100452034154	0.0012802631305	0.00176056338028	0.00123070337373	0.000852668378319	0.00211319601803	0.00119728821993	0.00287163887722	0.00178258645544	0.00125215889465
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__	0.0171581559868	0.0357597755903	0.01460418035	0.0225451214689	0.0270362986744	0.0233833641009	0.0133300489811	0.0238180105405	0.0200740141809	0.0324960557529	0.0222590795654	0.0168825561313
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__RB40	0.00291180551484	0.00446168911009	0.00208631147858	0.00308095842788	0.00333989229495	0.00282259143323	0.00220746369054	0.00287700180767	0.00273665878841	0.00318944871344	0.00300714584657	0.00319516407599
k__Bacteria;p__Acidobacteria;c__Acidobacteria-6;o__iii1-15;f__mb2424	0.0018565202947	0.00630231993109	0.00293629022911	0.00360139059475	0.00346934548467	0.00264868769564	0.00215061913198	0.00421366193956	0.00327310610772	0.0049714538665	0.0037821834359	0.00364853195164
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Acidobacteriaceae	0.00187606261359	0.000743614851682	0.00115906193254	0.000811874180319	0.00100326222038	0.00429408459748	0.00324961393071	0.00147669119332	0.000653066301779	0.000601568618549	0.00237161502333	0.00192141623489
k__Bacteria;p__Acidobacteria;c__Acidobacteriia;o__Acidobacteriales;f__Koribacteraceae	0.00676164233648	0.00148722970336	0.00370899818414	0.00213377188417	0.00357290803645	0.00734408861064	0.00441492738108	0.00374264836927	0.00230128125389	0.00329160187508	0.00396819245733	0.00412348877375
k__Bacteria;p__Acidobacteria;c__BPC102;o__;f__	7.81692755662e-05	0.000117800372544	0.0	9.36777900368e-05	0.000187707125104	6.68860529202e-05	9.47409309244e-06	5.09203859765e-05	2.33237964921e-05	9.0802810347e-05	4.65022553594e-05	2.15889464594e-05
k__Bacteria;p__Acidobacteria;c__BPC102;o__MVS-40;f__	0.000117253913349	0.000250325791655	0.000154541591006	0.000145721006724	0.000161816487158	0.000173903737593	4.73704654622e-05	0.000292792219365	0.000349856947382	0.000272408431041	0.000155007517865	0.000129533678756
k__Bacteria;p__Acidobacteria;c__DA052;o__Ellin6513;f__	0.00101620058236	0.000427026350471	0.000386353977514	0.000426754376835	0.000983844241922	0.00140460711133	0.000606341957916	0.000916566947577	0.000567545714641	0.000612918969842	0.000852541348255	0.000755613126079
k__Bacteria;p__Acidobacteria;c__EC1113;o__;f__	9.77115944578e-05	0.000139887942396	7.72707955028e-05	2.08172866749e-05	5.17812758906e-05	0.000107017684672	1.89481861849e-05	1.27300964941e-05	7.7745988307e-06	3.40510538801e-05	1.55007517865e-05	2.15889464594e-05
k__Bacteria;p__Acidobacteria;c__PAUC37f;o__;f__	0.000390846377831	0.000235600745087	0.000347718579763	0.000239398796761	0.000407777547639	0.000601974476282	0.000217904141126	0.000343712605342	0.000318758552059	0.000351860890095	0.000372018042875	0.000323834196891
k__Bacteria;p__Acidobacteria;c__RB25;o__;f__	0.00220828203475	0.00277567127806	0.000965884943785	0.00179028665404	0.00185118061309	0.00129758942665	0.000710556981933	0.00280062122871	0.00115841522577	0.00221331850221	0.00176708570366	0.00181347150259
k__Bacteria;p__Acidobacteria;c__S035;o__;f__	0.000644896523421	0.000530101676447	0.000347718579763	0.000562066740221	0.000640793289147	0.000441447949274	0.000274748699681	0.000305522315859	0.000388729941535	0.000533466510789	0.00026351278037	0.000215889464594
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;Other	0.000390846377831	0.000375488687483	0.000579530966271	0.000447571663509	0.000381886909693	0.000615351686866	0.000397911909882	0.000241871833388	0.000497574325165	0.000408612646561	0.000496024057167	0.000496545768566
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__	0.0165132594634	0.00771592440161	0.0102770158019	0.00769198742636	0.0101491300746	0.0128019905289	0.00741821489138	0.00906382870382	0.00849763652196	0.00990885667911	0.0117340691024	0.0108376511226
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__PAUC26f	0.000293134783373	0.000441751397039	0.000154541591006	0.000197764223411	0.000297742336371	0.000267544211681	7.57927447395e-05	0.000241871833388	0.000147717377783	0.000329160187508	0.000403019546448	0.000215889464594
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__Solibacteraceae	0.0160833284478	0.0077674620646	0.0115133485299	0.00744217998626	0.0113271541011	0.016788399283	0.0106962511014	0.0105532499936	0.00846653812663	0.00937539016833	0.0138421713453	0.0154576856649
k__Bacteria;p__Acidobacteria;c__Solibacteres;o__Solibacterales;f__[Bryobacteraceae]	0.00062535420453	0.00072152728183	0.000656801761774	0.000697379103608	0.000860863711682	0.000575220055114	0.00139269168459	0.00105659800901	0.00164821495211	0.000488065105615	0.000449521801807	0.00073402417962
k__Bacteria;p__Acidobacteria;c__Sva0725;o__Sva0725;f__	0.000840319712337	0.00212776922907	0.00119769733029	0.000957595187043	0.00144340306545	0.00136447547957	0.000852668378319	0.00138758051786	0.000932951859684	0.00172525339659	0.00195309472509	0.00112262521589
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__;f__	5.86269566747e-05	4.41751397039e-05	3.86353977514e-05	3.12259300123e-05	3.23632974316e-05	1.3377210584e-05	0.0	3.81902894824e-05	3.88729941535e-05	6.81021077602e-05	1.55007517865e-05	2.15889464594e-05
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__11-24;f__	0.000644896523421	0.000706802235262	0.000656801761774	0.00032266794346	0.000731410521955	0.000749123792707	0.000284222792773	0.000827456272119	0.000419828336858	0.000885327400883	0.000589028567886	0.000388601036269
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__DS-100;f__	0.000214965507807	0.000250325791655	0.000193176988757	0.000218581510086	0.000498394780447	0.000441447949274	0.000284222792773	0.000381902894824	0.000233237964921	0.000283758782334	0.000403019546448	0.000345423143351
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__Ellin7246;f__	5.86269566747e-05	2.94500931359e-05	3.86353977514e-05	1.04086433374e-05	5.17812758906e-05	9.36404740883e-05	9.47409309244e-06	1.27300964941e-05	0.0	0.0	6.20030071458e-05	6.47668393782e-05
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__PK29;f__	0.00193468957026	0.00191425605383	0.0012749681258	0.00168620022066	0.00266026304888	0.00252829280039	0.00177165540829	0.00210046592153	0.00169486254509	0.0023949241229	0.00170508269651	0.0020725388601
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__	0.00269684000704	0.00301863454643	0.00123633272805	0.00185273851406	0.00352759942005	0.00327741659309	0.00133584712603	0.00263512997429	0.00213024007961	0.002746785013	0.00361167516625	0.00198618307427
k__Bacteria;p__Acidobacteria;c__[Chloracidobacteria];o__RB41;f__Ellin6075	0.00730882726544	0.0110585099725	0.00907931847158	0.00877448633345	0.0151524958575	0.0155309414881	0.0119184091103	0.0111006441429	0.011801841025	0.00912568243987	0.012555608947	0.0118523316062
k__Bacteria;p__Acidobacteria;c__iii1-8;o__32-20;f__	0.000742608117879	0.00122217886514	0.00027044778426	0.000655744530258	0.00152107497929	0.00175241458651	0.000975831588521	0.00095475723706	0.000730812290086	0.00112368477804	0.00120905863934	0.000561312607945
k__Bacteria;p__Acidobacteria;c__iii1-8;o__DS-18;f__	0.00109436985793	0.00221611950848	0.00081134335278	0.00134271499053	0.00222012220381	0.00222061695695	0.00148743261551	0.00142577080734	0.00114286602811	0.00148689601943	0.00190659246973	0.00194300518135
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;Other	0.000273592464482	0.00083196513109	0.000502260170768	0.000478797593522	0.000711992543496	0.00042807073869	0.000293696885866	0.00036917279833	0.000691939295932	0.000760473536656	0.000496024057167	0.000669257340242
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__	0.0127220495984	0.0150489975925	0.0171927519994	0.0124279201449	0.0141751242751	0.0149155898012	0.0103078132846	0.0144868498103	0.0132479164075	0.0172979353711	0.0160897803543	0.0179188255613
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__AKIW874	3.90846377831e-05	2.94500931359e-05	7.72707955028e-05	2.08172866749e-05	7.11992543496e-05	4.01316317521e-05	0.0	1.27300964941e-05	4.66475929842e-05	4.54014051735e-05	0.0	2.15889464594e-05
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__C111	0.0187997107737	0.0196063995052	0.021751728934	0.0183816641339	0.0185830053853	0.014567782326	0.0106962511014	0.0191078748377	0.0204471949247	0.0236427817441	0.0214065382171	0.0201856649396
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__EB1017	0.0132106075707	0.0125825522923	0.0117451609164	0.0103878260508	0.0119614747307	0.0119458490516	0.007891919546	0.0113552460728	0.011708545839	0.0141652384141	0.0147877172043	0.011183074266
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Iamiaceae	0.00148521623576	0.00212040670579	0.00235675926284	0.00182151258405	0.00156638359569	0.00168552853359	0.00116531345037	0.00230414746544	0.0016715387486	0.00234952271773	0.00261962705191	0.00325993091537
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__Microthrixaceae	0.000156338551132	0.000117800372544	0.000154541591006	0.000145721006724	0.000142398508699	0.000173903737593	0.000151585489479	0.000140031061435	0.000139942778953	0.00013620421552	0.000186009021438	0.000151122625216
k__Bacteria;p__Actinobacteria;c__Acidimicrobiia;o__Acidimicrobiales;f__koll13	1.95423188916e-05	0.000530101676447	0.000231812386509	0.000166538293399	9.70898922949e-05	0.000107017684672	1.89481861849e-05	0.000343712605342	8.55205871377e-05	0.000499415456908	0.000418520298234	0.000172711571675
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;Other	0.00214965507807	0.00247380782342	0.0027044778426	0.00391364989487	0.00253728251864	0.00227412579929	0.00202745592178	0.00246963871986	0.00321868391591	0.00234952271773	0.00226310976082	0.00269861830743
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__	0.00676164233648	0.00393894995693	0.00552486187845	0.00528759081541	0.00432373653687	0.00527062097012	0.00354331081657	0.00521933956259	0.0048124766762	0.00509630773072	0.00517725109668	0.00576424870466
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinosynnemataceae	0.000410388696723	0.000265050838223	0.00104315573929	0.000260216083436	0.000220070422535	0.00103004521497	0.00153480308098	0.000229141736894	0.000147717377783	0.000124853864227	0.000325515787516	0.000431778929188
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Beutenbergiaceae	0.0	0.0	0.0	1.04086433374e-05	0.0	1.3377210584e-05	0.00106109842635	2.54601929883e-05	0.0	0.0	1.55007517865e-05	2.15889464594e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Cellulomonadaceae	0.00125070840906	0.00161975512248	0.00193176988757	0.00282074234444	0.00197416114333	0.00160526527009	0.00243484192476	0.0030424930621	0.0033430774972	0.00165715128883	0.00142606916435	0.00202936096718
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Frankiaceae	0.00119208145239	0.000773064944818	0.00108179113704	0.00171742615068	0.000854391052196	0.00129758942665	0.000909512936874	0.00123481935993	0.000925177260853	0.00140744356038	0.0017205834483	0.00125215889465
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Geodermatophilaceae	0.0051005452307	0.00608144423257	0.00865432909632	0.00799383808314	0.00491274855012	0.0049495679161	0.00431071235706	0.00595768515925	0.00848208732429	0.00515305948719	0.00762636987894	0.00623920552677
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Intrasporangiaceae	0.0147349084442	0.0139814317163	0.019279063478	0.0181318566938	0.0157544531897	0.0143805013779	0.0149027484344	0.0138503449856	0.0211391342207	0.0150165147611	0.0179033683134	0.0181347150259
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Kineosporiaceae	0.000312677102265	0.000309225977927	0.000849978750531	0.000416345733497	0.000355996271748	0.000548465633946	0.000558971492454	0.000547394149248	0.000357631546212	0.000488065105615	0.00048052330538	0.000518134715026
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Microbacteriaceae	0.00373258290829	0.004226088365	0.00579530966271	0.00559985011554	0.00434315451533	0.0037723733847	0.0100899091434	0.00640323853655	0.0073703196915	0.00452879016606	0.00489823756452	0.00755613126079
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae	0.0102401750992	0.0126709025717	0.0183131785342	0.016039719383	0.0132495339685	0.0108756722048	0.0344099061117	0.0121954324414	0.0183869262346	0.0115433072654	0.018073876583	0.0173791018998
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micromonosporaceae	0.00226690899142	0.00261369576581	0.00227948846733	0.00281033370111	0.0022265948633	0.00260855606389	0.0017527072221	0.00308068335158	0.00206804328897	0.00363211241388	0.00266612930727	0.00192141623489
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Mycobacteriaceae	0.0197572843994	0.0242521516974	0.0241857589924	0.0243978599829	0.0223759838442	0.0243197688418	0.0171670566835	0.0212592611452	0.0253529667869	0.0290228482572	0.023592144219	0.0205310880829
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nakamurellaceae	0.00287272087706	0.00468256480861	0.00467488312792	0.00832691466994	0.00440788111019	0.00375899617412	0.00536233669032	0.00519387936961	0.00860648090559	0.00374561592681	0.00421620448592	0.00565630397237
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardiaceae	0.00127025072795	0.000839327654374	0.00320673801337	0.000999229760393	0.000970898922949	0.00124408058432	0.00437703100871	0.00287700180767	0.00132945640005	0.00150959672202	0.00235611427154	0.00958549222798
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Nocardioidaceae	0.0234898673077	0.0262694830772	0.0407989800255	0.0329017215896	0.0267903376139	0.0237579259973	0.0214303985751	0.0296483947348	0.0320313471825	0.0302259854943	0.0337451366391	0.0337651122625
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Promicromonosporaceae	3.90846377831e-05	2.94500931359e-05	3.86353977514e-05	0.000114495076712	1.9417978459e-05	4.01316317521e-05	1.89481861849e-05	7.63805789648e-05	1.55491976614e-05	1.13503512934e-05	4.65022553594e-05	0.000129533678756
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Propionibacteriaceae	0.003244024936	0.00414510060888	0.00672255920875	0.00503778337531	0.00323632974316	0.0031035128555	0.0023779973662	0.00471013570283	0.00531005100137	0.00584543091609	0.00359617441446	0.0037780656304
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Pseudonocardiaceae	0.00181743565692	0.00206150651951	0.00235675926284	0.0023627620376	0.00177350869925	0.00255504722155	0.00174323312901	0.002164116404	0.00171041174275	0.00233817236643	0.00189109171795	0.00168393782383
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sanguibacteraceae	0.0	0.0	0.000154541591006	0.0	6.47265948633e-06	4.01316317521e-05	0.000549497399361	1.27300964941e-05	0.0	2.27007025867e-05	1.55007517865e-05	0.000107944732297
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Sporichthyaceae	0.000469015653397	0.000596364386002	0.000695437159526	0.000718196390282	0.000563121375311	0.00242127511571	0.00223588596982	0.000674695114189	0.000388729941535	0.000590218267255	0.00238711577512	0.00196459412781
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptomycetaceae	0.00476832580954	0.00498442826325	0.00594985125372	0.00584965755563	0.00482213131732	0.00630066618509	0.0072666294019	0.00525752985208	0.00469585769374	0.00642429883205	0.00943995783796	0.00818221070812
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae	0.000527642610072	0.000692077188694	0.000965884943785	0.00105127297708	0.000789664457332	0.000802632635043	0.000549497399361	0.000878376658095	0.000816332877224	0.000998830913817	0.000558027064313	0.000539723661485
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae	0.000644896523421	0.000272413361507	0.00112042653479	0.000426754376835	0.000420722866611	0.000789255424459	0.000227378234219	0.000483743666777	0.000380955342704	0.000635619672429	0.000573527816099	0.000302245250432
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Williamsiaceae	7.81692755662e-05	3.68126164199e-05	7.72707955028e-05	9.36777900368e-05	3.23632974316e-05	0.0	6.63186516471e-05	7.63805789648e-05	1.55491976614e-05	2.27007025867e-05	1.55007517865e-05	0.000107944732297
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__	0.00205194348361	0.00410092546918	0.00274311324035	0.00392405853821	0.00324280240265	0.00215373090403	0.00126952847439	0.0034625862464	0.0035452170668	0.00371156487293	0.00279013532156	0.0020725388601
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__;f__	3.90846377831e-05	0.0	0.0	0.0	1.9417978459e-05	1.3377210584e-05	0.0	1.27300964941e-05	0.0	1.13503512934e-05	0.0	0.0
k__Bacteria;p__Actinobacteria;c__MB-A2-108;o__0319-7L14;f__	0.031541302691	0.0335731061749	0.0269288722327	0.0296854507983	0.0317095588235	0.0276373170666	0.0156227795094	0.0251546706724	0.0295512501555	0.03826203421	0.0301334614729	0.0214378238342
k__Bacteria;p__Actinobacteria;c__Nitriliruptoria;o__Euzebyales;f__Euzebyaceae	0.0	3.68126164199e-05	3.86353977514e-05	5.20432166871e-05	0.0	0.0	0.0	7.63805789648e-05	0.0	0.0	4.65022553594e-05	6.47668393782e-05
k__Bacteria;p__Actinobacteria;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteraceae	1.95423188916e-05	8.09877561238e-05	7.72707955028e-05	7.2860503362e-05	6.47265948633e-05	9.36404740883e-05	1.89481861849e-05	8.91106754589e-05	5.44221918149e-05	9.0802810347e-05	9.30045107188e-05	8.63557858377e-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__	0.00373258290829	0.00234864492759	0.00309083182011	0.00358057330808	0.00263437241094	0.00416031249164	0.00227378234219	0.00280062122871	0.00278330638139	0.00335970398284	0.00432470974842	0.00291450777202
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__AK1AB1_02E	0.000332219421157	0.000242963268371	0.000231812386509	0.000218581510086	0.000233015741508	0.00013377210584	0.000142111396387	0.000190951447412	0.000412053738027	0.000261058079748	0.000232511276797	0.000172711571675
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae	0.0350784624103	0.0483128777895	0.0351582119538	0.0547494639549	0.0418781068766	0.0394092623806	0.0237515513827	0.043435089238	0.04335116308	0.0529607391349	0.0465022553594	0.0351252158895
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;Other	1.95423188916e-05	0.000346038594347	0.000154541591006	0.000187355580074	8.41445733223e-05	4.01316317521e-05	1.89481861849e-05	0.000140031061435	0.000124393581291	0.000192955971987	0.000201509773224	0.000107944732297
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__	0.011178206406	0.0164331519698	0.0125178688715	0.0164872910465	0.0144728666114	0.0130695347406	0.00791086773219	0.0141304071085	0.0148183853713	0.0196020566837	0.0165548029079	0.0128670120898
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Conexibacteraceae	7.81692755662e-05	0.000117800372544	7.72707955028e-05	0.000104086433374	9.06172328086e-05	0.000187280948177	4.73704654622e-05	6.36504824707e-05	0.000163266575445	0.00013620421552	7.75037589323e-05	8.63557858377e-05
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Patulibacteraceae	0.001622012468	0.0019289811004	0.00131360352355	0.00261256947769	0.00198063380282	0.00224737137812	0.00157269945334	0.00188405428113	0.00265113820127	0.00249707728454	0.00223210825725	0.00215889464594
k__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae	0.0023059936292	0.00364444902557	0.00367036278638	0.00488165372525	0.00366999792875	0.0022607485887	0.00216009322508	0.00362807750083	0.00416718497326	0.00505090632555	0.00362717591803	0.0028713298791
k__Bacteria;p__Armatimonadetes;c__0319-6E2;o__;f__	0.0	2.20875698519e-05	0.0	0.0	0.0	4.01316317521e-05	9.47409309244e-06	3.81902894824e-05	2.33237964921e-05	0.0	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae	0.0	7.36252328398e-06	7.72707955028e-05	3.12259300123e-05	3.23632974316e-05	4.01316317521e-05	0.0	5.09203859765e-05	3.10983953228e-05	4.54014051735e-05	7.75037589323e-05	0.000107944732297
k__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__FW68;f__	1.95423188916e-05	0.0	3.86353977514e-05	1.04086433374e-05	5.17812758906e-05	8.02632635043e-05	1.89481861849e-05	0.0	3.10983953228e-05	0.0	0.0	2.15889464594e-05
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae	5.86269566747e-05	7.36252328398e-06	3.86353977514e-05	2.08172866749e-05	1.9417978459e-05	4.01316317521e-05	6.63186516471e-05	1.27300964941e-05	1.55491976614e-05	0.0	3.10015035729e-05	4.31778929188e-05
k__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__SJA-22;f__	0.000293134783373	0.000220875698519	7.72707955028e-05	0.000239398796761	0.000304214995857	0.000240789790513	0.000161059582571	0.00015276115793	0.000241012563752	0.000147554566814	0.000372018042875	0.000172711571675
k__Bacteria;p__Armatimonadetes;c__SJA-176;o__;f__	0.0	1.4725046568e-05	0.0	6.24518600246e-05	1.29453189727e-05	4.01316317521e-05	1.89481861849e-05	3.81902894824e-05	0.0	0.0	4.65022553594e-05	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];Other	0.0	7.36252328398e-06	0.0	5.20432166871e-05	7.11992543496e-05	8.02632635043e-05	0.0	1.27300964941e-05	5.44221918149e-05	2.27007025867e-05	0.0	0.0
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__	5.86269566747e-05	8.09877561238e-05	7.72707955028e-05	4.16345733497e-05	1.29453189727e-05	0.0	0.0	0.000114570868447	3.88729941535e-05	2.27007025867e-05	6.20030071458e-05	2.15889464594e-05
k__Bacteria;p__Armatimonadetes;c__[Fimbriimonadia];o__[Fimbriimonadales];f__[Fimbriimonadaceae]	0.00269684000704	0.00198788128667	0.00243403005834	0.00146761871058	0.00203888773819	0.00203333600878	0.000975831588521	0.00190951447412	0.00147717377783	0.00225871990738	0.00221660750546	0.00254749568221
k__Bacteria;p__BHI80-139;c__;o__;f__	3.90846377831e-05	2.20875698519e-05	0.0	0.0	1.29453189727e-05	0.0	0.0	0.0	2.33237964921e-05	1.13503512934e-05	0.0	0.0
k__Bacteria;p__Bacteroidetes;c__At12OctB3;o__;f__	5.86269566747e-05	2.20875698519e-05	3.86353977514e-05	6.24518600246e-05	1.9417978459e-05	4.01316317521e-05	1.89481861849e-05	6.36504824707e-05	5.44221918149e-05	0.0	0.0	0.000129533678756
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae	0.0	0.0	0.0	2.08172866749e-05	0.0	2.67544211681e-05	9.47409309244e-05	2.54601929883e-05	1.55491976614e-05	3.40510538801e-05	9.30045107188e-05	2.15889464594e-05
k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae	0.0	1.4725046568e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
